species,long,lat
Erythrocebus_patas_0,1.3973,11.4021
Erythrocebus_patas_0,1.5006,11.451
Erythrocebus_patas_0,1.6766,11.4012
Erythrocebus_patas_0,1.6017,11.3902
Erythrocebus_patas_0,1.1665,11.198
Erythrocebus_patas_0,1.603,11.372
Erythrocebus_patas_0,1.5849,11.428
Erythrocebus_patas_0,1.5742,11.4344
Erythrocebus_patas_0,1.3039,11.2884
Erythrocebus_patas_0,1.0915,11.0078
Erythrocebus_patas_0,1.4354,11.2283
Erythrocebus_patas_0,1.5029,11.2771
Erythrocebus_patas_0,2.761299,11.902393
Erythrocebus_patas_0,2.411536,11.786728
Erythrocebus_patas_0,2.074422,11.408619
Erythrocebus_patas_0,1.5368,11.4517
Erythrocebus_patas_0,1.3112,11.4059
Erythrocebus_patas_0,1.5098,11.4526
Erythrocebus_patas_0,2.441335,11.805432
Erythrocebus_patas_0,2.406249,11.851813
Erythrocebus_patas_0,2.643393,11.824782
Erythrocebus_patas_0,1.6535,11.3959
Erythrocebus_patas_0,1.3579,11.3147
Erythrocebus_patas_0,2.684354,11.852873
Erythrocebus_patas_0,2.723071,11.870015
Erythrocebus_patas_0,1.5085,11.2027
Erythrocebus_patas_0,2.032473,11.370403
Erythrocebus_patas_0,31.770405,2.416888
Erythrocebus_patas_0,2.922904,11.829366
Erythrocebus_patas_0,2.852257,11.957835
Erythrocebus_patas_0,2.648103,11.842933
Erythrocebus_patas_0,2.72548,11.895123
Erythrocebus_patas_0,2.759894,11.894134
Erythrocebus_patas_0,2.835857,11.882706
Erythrocebus_patas_0,1.0396,11.0198
Erythrocebus_patas_0,1.3511,11.3226
Erythrocebus_patas_0,3.1121,11.5345
Erythrocebus_patas_0,2.4398,11.9528
Erythrocebus_patas_0,3.0291,11.9566
Erythrocebus_patas_0,2.8202,11.3913
Erythrocebus_patas_0,2.7666,11.7634
Erythrocebus_patas_0,2.9876,11.8691
Erythrocebus_patas_0,2.5035,11.9224
Erythrocebus_patas_0,3.0224,11.5221
Erythrocebus_patas_0,2.462,11.7911
Erythrocebus_patas_0,2.9972,11.4534
Erythrocebus_patas_0,3.0361,11.7321
Erythrocebus_patas_0,2.4699,11.8582
Erythrocebus_patas_0,2.8485,11.4322
Erythrocebus_patas_0,2.7753,11.7531
Erythrocebus_patas_0,-16.409228,16.282053
Erythrocebus_patas_0,-15.32422,16.784772
Erythrocebus_patas_0,-12.351375,14.83254
Erythrocebus_patas_0,-13.255645,15.888167
Erythrocebus_patas_0,-15.313472,16.811952
Erythrocebus_patas_0,1.5504,11.2502
Erythrocebus_patas_0,1.5624,11.4572
Erythrocebus_patas_0,1.5053,11.2036
Erythrocebus_patas_0,1.5052,11.4522
Erythrocebus_patas_0,2.5878,11.6388
Erythrocebus_patas_0,3.0449,11.4413
Erythrocebus_patas_0,3.0508,11.4874
Erythrocebus_patas_0,2.4427,11.791
Erythrocebus_patas_0,3.1485,11.6222
Erythrocebus_patas_0,2.9163,11.5506
Erythrocebus_patas_0,2.7164,11.5366
Erythrocebus_patas_0,2.8321,11.7588
Erythrocebus_patas_0,3.0596,11.7434
Erythrocebus_patas_0,2.7029,11.7088
Erythrocebus_patas_0,2.9056,11.9339
Erythrocebus_patas_0,2.6539,11.6595
Erythrocebus_patas_0,2.4045,11.8372
Erythrocebus_patas_0,3.1008,11.6063
Erythrocebus_patas_0,2.8015,11.7322
Erythrocebus_patas_0,2.6908,11.598
Erythrocebus_patas_0,2.7395,11.7381
Erythrocebus_patas_0,2.6728,11.6524
Erythrocebus_patas_0,2.7679,11.4563
Erythrocebus_patas_0,1.6096,11.38551
Erythrocebus_patas_0,1.40167,11.41282
Erythrocebus_patas_0,1.47566,11.44435
Erythrocebus_patas_0,1.40252,11.40043
Erythrocebus_patas_0,2.026212,11.179429
Erythrocebus_patas_0,2.795925,11.841817
Erythrocebus_patas_0,2.265625,11.34959
Erythrocebus_patas_0,2.263913,11.075359
Erythrocebus_patas_0,2.138222,11.056589
Erythrocebus_patas_0,2.999829,11.358754
Erythrocebus_patas_0,2.225022,11.146075
Erythrocebus_patas_0,2.216956,11.720484
Erythrocebus_patas_0,2.252294,11.131601
Erythrocebus_patas_0,2.965711,11.374236
Erythrocebus_patas_0,2.505636,11.314352
Erythrocebus_patas_0,2.278566,11.25186
Erythrocebus_patas_0,2.712652,11.840021
Erythrocebus_patas_0,2.915291,11.233569
Erythrocebus_patas_0,2.392221,11.378567
Erythrocebus_patas_0,2.331262,11.258834
Erythrocebus_patas_0,2.221113,11.304782
Erythrocebus_patas_0,2.259506,11.187511
Erythrocebus_patas_0,2.296086,11.243999
Erythrocebus_patas_0,2.505636,11.314361
Erythrocebus_patas_0,2.213368,11.129954
Erythrocebus_patas_0,2.960262,11.179995
Erythrocebus_patas_0,2.022523,11.206726
Erythrocebus_patas_0,2.72922,11.115023
Erythrocebus_patas_0,2.236275,11.18758
Erythrocebus_patas_0,2.299276,11.313876
Erythrocebus_patas_0,2.276951,11.074433
Erythrocebus_patas_0,2.920722,11.338772
Erythrocebus_patas_0,2.021986,11.206587
Erythrocebus_patas_0,2.105256,11.240932
Erythrocebus_patas_0,2.222232,11.335068
Erythrocebus_patas_0,2.92093,11.249725
Erythrocebus_patas_0,2.339363,11.25893
Erythrocebus_patas_0,2.501587,11.31378
Erythrocebus_patas_0,2.32183,11.041254
Erythrocebus_patas_0,1.74479,11.38889
Erythrocebus_patas_0,1.32991,10.897
Erythrocebus_patas_0,2.6573,10.2197
Erythrocebus_patas_0,2.8904,10.8044
Erythrocebus_patas_0,1.833611,7.903889
Erythrocebus_patas_0,1.0077,10.4765
Erythrocebus_patas_0,2.1265,10.7378
Erythrocebus_patas_0,1.9692,8.2376
Erythrocebus_patas_0,1.9555,8.2897
Erythrocebus_patas_0,1.9088,8.1715
Erythrocebus_patas_0,2.731,10.3953
Erythrocebus_patas_0,0.8458,10.5098
Erythrocebus_patas_0,1.7356,9.6431
Erythrocebus_patas_0,-1.788025,9.552
Erythrocebus_patas_0,2.8971,11.6906
Erythrocebus_patas_0,2.542,11.9196
Erythrocebus_patas_0,2.0058,11.3908
Erythrocebus_patas_0,2.9772,11.7218
Erythrocebus_patas_0,2.2374,11.4722
Erythrocebus_patas_0,3.0274,11.6246
Erythrocebus_patas_0,2.3335,11.5263
Erythrocebus_patas_0,2.9273,11.9994
Erythrocebus_patas_0,2.9055,12.1475
Erythrocebus_patas_0,2.2281,11.4543
Erythrocebus_patas_0,2.559,7.4431
Erythrocebus_patas_0,2.3,8.05
Erythrocebus_patas_0,2.0867,10.5863
Erythrocebus_patas_0,2.4275,8.49
Erythrocebus_patas_0,1.4369,9.3405
Erythrocebus_patas_0,2.5564,8.587
Erythrocebus_patas_0,2.2091,7.8738
Erythrocebus_patas_0,2.4048,7.2068
Erythrocebus_patas_0,-12.567617,15.052628
Erythrocebus_patas_0,-11.871912,15.975558
Erythrocebus_patas_0,2.7266,11.9261
Erythrocebus_patas_0,3.1374,11.6392
Erythrocebus_patas_0,2.3934,11.8223
Erythrocebus_patas_0,2.6386,11.6005
Erythrocebus_patas_0,3.0201,11.8436
Erythrocebus_patas_0,2.7131,11.6572
Erythrocebus_patas_0,2.9538,11.5154
Erythrocebus_patas_0,2.4122,11.6808
Erythrocebus_patas_0,2.6251,11.6414
Erythrocebus_patas_0,2.4954,11.9201
Erythrocebus_patas_0,-12.942663,15.490503
Erythrocebus_patas_0,-12.835785,15.26032
Erythrocebus_patas_0,31.876024,2.035243
Erythrocebus_patas_0,14.140795,11.046517
Erythrocebus_patas_0,2.41,12.3294
Erythrocebus_patas_0,31.9905,2.419
Erythrocebus_patas_0,2.133751,6.731354
Erythrocebus_patas_0,-12.176667,9.675
Erythrocebus_patas_0,3.191864,12.076329
Erythrocebus_patas_0,1.603764,11.243179
Erythrocebus_patas_0,-12.039233,15.8782
Erythrocebus_patas_0,-12.184868,16.888725
Erythrocebus_patas_0,-12.110844,17.887298
Erythrocebus_patas_0,14.666667,11.333333
Erythrocebus_patas_0,-11.8341,15.901033
Erythrocebus_patas_0,2.650194,6.712833
Erythrocebus_patas_0,2.075791,9.022567
Erythrocebus_patas_0,2.13027,6.74737
Erythrocebus_patas_0,2.15,6.7166
Erythrocebus_patas_0,-13.957,11.109
Erythrocebus_patas_0,2.0667,7.17826
Erythrocebus_patas_0,2.03212,8.756808
Erythrocebus_patas_0,8.380967,18.061217
Erythrocebus_patas_0,-12.161733,14.485367
Erythrocebus_patas_0,-12.383867,14.684433
Erythrocebus_patas_0,-16.219817,16.238617
Erythrocebus_patas_0,-10.61525,14.639517
Erythrocebus_patas_0,2.4,6.9
Erythrocebus_patas_0,2.366667,6.716667
Erythrocebus_patas_0,2.683333,6.683333
Erythrocebus_patas_0,2.216667,6.7
Erythrocebus_patas_0,2.4,6.683333
Erythrocebus_patas_0,2.416667,6.683333
Erythrocebus_patas_0,-12.715783,12.9541
Erythrocebus_patas_0,2.4109,6.695774
Erythrocebus_patas_0,2.166667,6.816667
Erythrocebus_patas_0,-8.906,8.531
Erythrocebus_patas_0,-8.937,8.525
Erythrocebus_patas_0,1.5506,10.9809
Erythrocebus_patas_0,1.36773,11.29893
Erythrocebus_patas_0,1.88569,11.27509
Erythrocebus_patas_0,1.18589,11.17119
Erythrocebus_patas_0,1.57509,11.22621
Erythrocebus_patas_0,1.8821,11.2981
Erythrocebus_patas_0,1.67802,11.18857
Erythrocebus_patas_0,1.37601,11.31682
Erythrocebus_patas_0,1.79132,11.31838
Erythrocebus_patas_0,1.68117,11.07561
Erythrocebus_patas_0,1.16616,11.11722
Erythrocebus_patas_0,1.7787,11.37298
Erythrocebus_patas_0,1.23112,11.1077
Erythrocebus_patas_0,1.88568,11.27508
Erythrocebus_patas_0,1.07292,10.97126
Erythrocebus_patas_0,1.51121,11.20756
Erythrocebus_patas_0,1.29003,11.13367
Erythrocebus_patas_0,1.19881,11.21569
Erythrocebus_patas_0,1.57312,11.33871
Erythrocebus_patas_0,1.643919,8.994511
Erythrocebus_patas_0,1.17565,11.21739
Erythrocebus_patas_0,1.38298,11.08718
Erythrocebus_patas_0,1.12181,11.06721
Erythrocebus_patas_0,1.62578,11.06525
Erythrocebus_patas_0,2.111101,7.168168
Erythrocebus_patas_0,1.90532,11.32832
Erythrocebus_patas_0,1.56189,11.06268
Erythrocebus_patas_0,1.60618,11.37112
Erythrocebus_patas_0,1.22837,10.91609
Erythrocebus_patas_0,1.17295,11.2128
Erythrocebus_patas_0,1.65229,11.18279
Erythrocebus_patas_0,-3.810001,8.767315
Erythrocebus_patas_0,31.2272,3.64
Erythrocebus_patas_0,31.1012,3.5771
Erythrocebus_patas_0,31.8391,3.649
Erythrocebus_patas_0,14.576111,8.597316
Erythrocebus_patas_0,-3.23,11.45
Erythrocebus_patas_0,-4.68,11.07
Erythrocebus_patas_0,-1.75,9.07
Erythrocebus_patas_0,0.97,11.03
Erythrocebus_patas_0,-2.3,12.37
Erythrocebus_patas_0,2.65,6.716667
Erythrocebus_patas_0,2.473766,6.810617
Erythrocebus_patas_0,34.6333,-2.0833
Erythrocebus_patas_0,-11.65,9.8167
Eulemur_albifrons_0,49.683763,-15.549779
Eulemur_albifrons_0,49.942151,-15.75737
Eulemur_albifrons_0,49.949117,-15.623422
Eulemur_albifrons_0,49.879446,-15.666337
Eulemur_albifrons_0,49.911661,-15.722851
Eulemur_albifrons_0,49.862007,-15.777224
Eulemur_albifrons_0,49.726072,-15.419828
Eulemur_albifrons_0,49.77801,-15.528547
Eulemur_albifrons_0,49.771097,-14.23316
Eulemur_albifrons_0,49.637465,-15.501492
Eulemur_albifrons_0,49.759991,-15.413559
Eulemur_albifrons_0,49.720281,-15.511965
Eulemur_albifrons_0,49.765605,-15.483425
Eulemur_albifrons_0,49.641287,-15.419403
Eulemur_albifrons_0,49.780056,-15.54982
Eulemur_albifrons_0,49.670792,-14.274096
Eulemur_albifrons_0,49.789506,-15.462526
Eulemur_albifrons_0,49.733939,-15.470273
Eulemur_albifrons_0,49.643701,-14.5817
Eulemur_albifrons_0,49.632236,-14.492396
Eulemur_albifrons_0,49.673269,-14.59909
Eulemur_albifrons_0,49.743797,-14.418074
Eulemur_albifrons_0,50.114369,-15.767999
Eulemur_albifrons_0,50.170849,-15.773028
Eulemur_albifrons_0,49.25,-14.433333
Eulemur_collaris_0,46.807028,-24.862143
Eulemur_collaris_0,46.960082,-24.999926
Eulemur_collaris_0,47.019851,-24.849365
Eulemur_collaris_0,46.947957,-24.972786
Eulemur_collaris_0,47.008475,-24.640999
Eulemur_collaris_0,47.145892,-24.72172
Eulemur_collaris_0,47.2,-24.783333
Eulemur_coronatus_0,49.181186,-12.841107
Eulemur_coronatus_0,49.09894,-12.989321
Eulemur_coronatus_0,49.151526,-12.895358
Eulemur_coronatus_0,49.146035,-12.88742
Eulemur_coronatus_0,49.056729,-12.859583
Eulemur_coronatus_0,49.182573,-12.869831
Eulemur_coronatus_0,49.181895,-12.451567
Eulemur_coronatus_0,49.002667,-12.951147
Eulemur_coronatus_0,49.170557,-12.98802
Eulemur_coronatus_0,49.187902,-12.916994
Eulemur_coronatus_0,49.143251,-12.833926
Eulemur_coronatus_0,49.055432,-12.826668
Eulemur_coronatus_0,49.128058,-12.497492
Eulemur_coronatus_0,49.156431,-12.80194
Eulemur_coronatus_0,49.173053,-12.667119
Eulemur_coronatus_0,49.003692,-12.86819
Eulemur_coronatus_0,49.009032,-12.972162
Eulemur_coronatus_0,49.362521,-11.854721
Eulemur_coronatus_0,49.162804,-12.915839
Eulemur_coronatus_0,49.130458,-12.900384
Eulemur_coronatus_0,49.13813,-12.440812
Eulemur_coronatus_0,49.166667,-12.666667
Eulemur_coronatus_0,48.25,-13.333333
Eulemur_flavifrons_0,48.07921,-14.322848
Eulemur_flavifrons_0,48.189311,-14.374078
Eulemur_flavifrons_0,47.98907,-14.510743
Eulemur_flavifrons_0,47.851744,-14.422496
Eulemur_fulvus_0,48.432202,-18.842685
Eulemur_fulvus_0,45.19642,-12.78814
Eulemur_fulvus_0,48.169906,-13.252087
Eulemur_fulvus_0,48.443855,-18.624145
Eulemur_fulvus_0,48.498924,-18.916622
Eulemur_fulvus_0,47.358193,-18.048577
Eulemur_fulvus_0,46.889926,-16.333553
Eulemur_fulvus_0,46.995164,-16.207594
Eulemur_fulvus_0,46.857852,-16.28483
Eulemur_fulvus_0,46.869849,-16.246728
Eulemur_fulvus_0,48.535687,-18.898291
Eulemur_fulvus_0,48.541298,-18.873379
Eulemur_fulvus_0,48.545173,-18.86653
Eulemur_fulvus_0,47.893141,-13.500135
Eulemur_fulvus_0,46.859918,-16.380283
Eulemur_fulvus_0,48.496053,-18.853882
Eulemur_fulvus_0,48.550028,-18.930695
Eulemur_fulvus_0,48.461645,-18.961044
Eulemur_fulvus_0,48.505626,-18.903233
Eulemur_fulvus_0,47.833163,-18.451451
Eulemur_fulvus_0,48.411725,-18.893011
Eulemur_fulvus_0,48.580763,-18.846228
Eulemur_fulvus_0,48.41533,-18.929193
Eulemur_fulvus_0,48.500158,-18.899127
Eulemur_fulvus_0,48.537888,-18.837419
Eulemur_fulvus_0,48.579441,-18.942709
Eulemur_fulvus_0,48.490485,-18.922302
Eulemur_fulvus_0,48.532726,-18.964533
Eulemur_fulvus_0,47.15777,-16.171807
Eulemur_fulvus_0,48.51882,-18.819775
Eulemur_fulvus_0,48.423087,-18.977965
Eulemur_fulvus_0,48.47392,-18.846631
Eulemur_fulvus_0,48.548413,-18.953669
Eulemur_fulvus_0,49.216763,-18.593819
Eulemur_fulvus_0,48.546653,-18.880211
Eulemur_fulvus_0,48.371911,-18.823103
Eulemur_fulvus_0,46.831636,-16.317625
Eulemur_fulvus_0,48.475021,-18.964134
Eulemur_fulvus_0,48.526026,-18.922676
Eulemur_fulvus_0,48.549347,-18.803534
Eulemur_fulvus_0,48.482583,-18.920872
Eulemur_fulvus_0,48.559267,-18.874771
Eulemur_fulvus_0,48.458317,-18.372967
Eulemur_fulvus_0,48.406667,-18.740083
Eulemur_fulvus_0,48.40745,-18.739767
Eulemur_fulvus_0,45.13822,-12.79979
Eulemur_fulvus_0,48.404633,-18.736
Eulemur_fulvus_0,48.408033,-18.746667
Eulemur_fulvus_0,48.462233,-18.361767
Eulemur_fulvus_0,48.462783,-18.35385
Eulemur_fulvus_0,48.463183,-18.360033
Eulemur_fulvus_0,48.461967,-18.363783
Eulemur_fulvus_0,45.23036,-12.79973
Eulemur_fulvus_0,48.46545,-18.36395
Eulemur_fulvus_0,48.402633,-18.7515
Eulemur_fulvus_0,48.541109,-18.845573
Eulemur_fulvus_0,48.549868,-18.81724
Eulemur_fulvus_0,48.492503,-18.894899
Eulemur_fulvus_0,48.4643,-18.363
Eulemur_fulvus_0,48.404067,-18.751733
Eulemur_fulvus_0,47.324301,-14.86981
Eulemur_fulvus_0,48.577412,-18.855785
Eulemur_fulvus_0,48.533364,-18.818449
Eulemur_fulvus_0,48.458733,-18.366967
Eulemur_fulvus_0,48.464233,-18.362267
Eulemur_fulvus_0,48.460917,-18.3644
Eulemur_fulvus_0,48.4155,-18.6884
Eulemur_fulvus_0,48.462733,-18.37355
Eulemur_fulvus_0,48.413783,-18.861166
Eulemur_fulvus_0,48.428396,-18.829495
Eulemur_fulvus_0,48.407833,-18.687817
Eulemur_fulvus_0,48.4894,-18.30995
Eulemur_fulvus_0,48.453933,-18.3626
Eulemur_fulvus_0,48.407633,-18.688633
Eulemur_fulvus_0,48.4631,-18.3609
Eulemur_fulvus_0,48.492953,-18.840802
Eulemur_fulvus_0,46.915911,-16.202941
Eulemur_fulvus_0,48.4185,-18.677033
Eulemur_fulvus_0,48.472367,-18.352017
Eulemur_fulvus_0,48.4592,-18.366633
Eulemur_fulvus_0,48.414483,-18.690267
Eulemur_fulvus_0,48.3978,-18.732117
Eulemur_fulvus_0,48.404039,-18.89014
Eulemur_fulvus_0,48.47681,-18.827628
Eulemur_fulvus_0,48.549958,-18.88276
Eulemur_fulvus_0,48.585157,-18.829684
Eulemur_fulvus_0,48.467623,-18.82234
Eulemur_fulvus_0,48.467783,-18.362533
Eulemur_fulvus_0,48.4537,-18.34815
Eulemur_fulvus_0,48.470167,-18.357133
Eulemur_fulvus_0,48.403272,-18.941554
Eulemur_fulvus_0,48.5959,-18.931261
Eulemur_fulvus_0,48.442944,-18.939537
Eulemur_fulvus_0,48.39735,-18.728417
Eulemur_fulvus_0,48.46005,-18.3609
Eulemur_fulvus_0,48.39825,-18.732483
Eulemur_fulvus_0,48.751911,-18.674094
Eulemur_fulvus_0,48.75511,-18.693995
Eulemur_fulvus_0,48.75635,-18.673276
Eulemur_fulvus_0,48.805223,-18.682459
Eulemur_fulvus_0,48.755464,-18.671143
Eulemur_fulvus_0,48.763571,-18.698795
Eulemur_fulvus_0,48.752251,-18.672966
Eulemur_fulvus_0,48.749348,-18.677624
Eulemur_fulvus_0,48.792828,-18.678304
Eulemur_fulvus_0,48.800289,-18.673332
Eulemur_fulvus_0,48.754797,-18.69785
Eulemur_fulvus_0,48.785133,-18.687122
Eulemur_fulvus_0,48.810895,-18.703965
Eulemur_fulvus_0,48.811871,-18.694959
Eulemur_fulvus_0,48.756082,-18.694
Eulemur_fulvus_0,48.762765,-18.698892
Eulemur_fulvus_0,48.809217,-18.6932
Eulemur_fulvus_0,48.755485,-18.676062
Eulemur_fulvus_0,48.800732,-18.696837
Eulemur_fulvus_0,48.749612,-18.675127
Eulemur_fulvus_0,48.801051,-18.680154
Eulemur_fulvus_0,48.808343,-18.693101
Eulemur_fulvus_0,48.756615,-18.672843
Eulemur_fulvus_0,48.813584,-18.704029
Eulemur_fulvus_0,48.811246,-18.694738
Eulemur_fulvus_0,48.805604,-18.692489
Eulemur_fulvus_0,48.799802,-18.70052
Eulemur_fulvus_0,48.752292,-18.670584
Eulemur_fulvus_0,48.812761,-18.704275
Eulemur_fulvus_0,48.799663,-18.673466
Eulemur_fulvus_0,48.813861,-18.696005
Eulemur_fulvus_0,48.749445,-18.676947
Eulemur_fulvus_0,48.748516,-18.680145
Eulemur_fulvus_0,48.808505,-18.6931
Eulemur_fulvus_0,48.749828,-18.67485
Eulemur_fulvus_0,48.755174,-18.693989
Eulemur_fulvus_0,48.800902,-18.696867
Eulemur_fulvus_0,48.756353,-18.673292
Eulemur_fulvus_0,48.753763,-18.675897
Eulemur_fulvus_0,48.806096,-18.689411
Eulemur_fulvus_0,48.797904,-18.688324
Eulemur_fulvus_0,48.749109,-18.678765
Eulemur_fulvus_0,48.749086,-18.679684
Eulemur_fulvus_0,48.806792,-18.693548
Eulemur_fulvus_0,48.782759,-18.681056
Eulemur_fulvus_0,48.454133,-18.365867
Eulemur_fulvus_0,48.753772,-18.675914
Eulemur_fulvus_0,48.811387,-18.694851
Eulemur_fulvus_0,48.811031,-18.703985
Eulemur_fulvus_0,48.781896,-18.677298
Eulemur_fulvus_0,48.782005,-18.677563
Eulemur_fulvus_0,48.775098,-18.683292
Eulemur_fulvus_0,48.75729,-18.676764
Eulemur_fulvus_0,48.774492,-18.677365
Eulemur_fulvus_0,48.457933,-18.366133
Eulemur_fulvus_0,48.803214,-18.701179
Eulemur_fulvus_0,48.800648,-18.69679
Eulemur_fulvus_0,48.802507,-18.702544
Eulemur_fulvus_0,48.801236,-18.673022
Eulemur_fulvus_0,48.46275,-18.359283
Eulemur_fulvus_0,48.783774,-18.684293
Eulemur_fulvus_0,48.458,-18.374633
Eulemur_fulvus_0,48.7745,-18.676709
Eulemur_fulvus_0,48.807293,-18.693344
Eulemur_fulvus_0,48.773768,-18.679701
Eulemur_fulvus_0,48.811131,-18.702156
Eulemur_fulvus_0,48.462633,-18.366217
Eulemur_fulvus_0,48.792836,-18.678377
Eulemur_fulvus_0,48.448417,-18.37145
Eulemur_fulvus_0,48.455933,-18.360867
Eulemur_fulvus_0,48.4067,-18.734367
Eulemur_fulvus_0,48.4526,-18.362217
Eulemur_fulvus_0,48.458333,-18.371467
Eulemur_fulvus_0,48.751991,-18.671728
Eulemur_fulvus_0,48.786819,-18.674518
Eulemur_fulvus_0,48.465917,-18.363683
Eulemur_fulvus_0,48.75216,-18.672588
Eulemur_fulvus_0,48.45905,-18.35785
Eulemur_fulvus_0,48.408317,-18.689
Eulemur_fulvus_0,48.783796,-18.684373
Eulemur_fulvus_0,48.458367,-18.3656
Eulemur_fulvus_0,48.4056,-18.748183
Eulemur_fulvus_0,48.39975,-18.7336
Eulemur_fulvus_0,48.4581,-18.3687
Eulemur_fulvus_0,48.458283,-18.3708
Eulemur_fulvus_0,48.402383,-18.727867
Eulemur_fulvus_0,48.455017,-18.370833
Eulemur_fulvus_0,48.405833,-18.747867
Eulemur_fulvus_0,48.406367,-18.746283
Eulemur_fulvus_0,48.3969,-18.736633
Eulemur_fulvus_0,48.460133,-18.366117
Eulemur_fulvus_0,48.412783,-18.6887
Eulemur_fulvus_0,48.458617,-18.373433
Eulemur_fulvus_0,48.460383,-18.374833
Eulemur_fulvus_0,48.463333,-18.360417
Eulemur_fulvus_0,48.45845,-18.374667
Eulemur_fulvus_0,48.462667,-18.3632
Eulemur_fulvus_0,48.389533,-18.725233
Eulemur_fulvus_0,48.348367,-18.715417
Eulemur_fulvus_0,48.807012,-18.693644
Eulemur_fulvus_0,48.810396,-18.706111
Eulemur_fulvus_0,48.152,-19.036
Eulemur_fulvus_0,48.797713,-18.675605
Eulemur_fulvus_0,48.810433,-18.693708
Eulemur_fulvus_0,48.808197,-18.693025
Eulemur_fulvus_0,48.786866,-18.687303
Eulemur_fulvus_0,48.155,-19.044
Eulemur_fulvus_0,48.54127,-18.90179
Eulemur_fulvus_0,48.467573,-18.894906
Eulemur_fulvus_0,48.796906,-18.676382
Eulemur_fulvus_0,48.793865,-18.679547
Eulemur_fulvus_0,48.809334,-18.693234
Eulemur_fulvus_0,48.4611,-18.363
Eulemur_fulvus_0,45.13817,-12.70936
Eulemur_fulvus_0,47.281402,-14.831768
Eulemur_fulvus_0,47.094037,-16.158518
Eulemur_fulvus_0,48.4414,-18.3824
Eulemur_fulvus_0,48.46265,-18.359133
Eulemur_fulvus_0,48.154,-19.041
Eulemur_fulvus_0,48.571877,-18.928282
Eulemur_fulvus_0,48.754219,-18.699189
Eulemur_fulvus_0,48.811368,-18.694939
Eulemur_fulvus_0,48.784712,-18.686341
Eulemur_fulvus_0,48.793875,-18.677855
Eulemur_fulvus_0,48.402567,-18.73385
Eulemur_fulvus_0,48.4057,-18.750867
Eulemur_fulvus_0,48.45845,-18.366983
Eulemur_fulvus_0,45.04606,-12.70939
Eulemur_fulvus_0,48.809391,-18.700302
Eulemur_fulvus_0,48.809165,-18.701052
Eulemur_fulvus_0,48.456167,-18.37775
Eulemur_fulvus_0,48.4621,-18.35675
Eulemur_fulvus_0,45.13832,-12.98065
Eulemur_fulvus_0,47.210569,-14.860581
Eulemur_fulvus_0,48.757268,-18.674451
Eulemur_fulvus_0,48.460867,-18.363067
Eulemur_fulvus_0,48.460867,-18.363083
Eulemur_fulvus_0,45.13827,-12.89022
Eulemur_fulvus_0,48.756223,-18.672511
Eulemur_fulvus_0,48.756949,-18.673659
Eulemur_fulvus_0,48.754078,-18.675707
Eulemur_fulvus_0,48.811336,-18.694791
Eulemur_fulvus_0,48.754418,-18.69751
Eulemur_fulvus_0,48.753735,-18.675953
Eulemur_fulvus_0,48.800844,-18.680277
Eulemur_fulvus_0,48.800605,-18.690463
Eulemur_fulvus_0,48.779749,-18.690561
Eulemur_fulvus_0,48.406783,-18.745233
Eulemur_fulvus_0,48.755618,-18.692915
Eulemur_fulvus_0,48.755948,-18.676754
Eulemur_fulvus_0,48.764855,-18.699341
Eulemur_fulvus_0,48.779198,-18.689831
Eulemur_fulvus_0,48.756671,-18.672867
Eulemur_fulvus_0,48.749121,-18.678024
Eulemur_fulvus_0,48.747361,-18.680769
Eulemur_fulvus_0,48.430908,-18.870582
Eulemur_fulvus_0,48.433331,-18.88498
Eulemur_fulvus_0,48.593783,-18.897241
Eulemur_fulvus_0,48.413571,-18.89645
Eulemur_fulvus_0,48.755587,-18.69519
Eulemur_fulvus_0,48.756174,-18.693873
Eulemur_fulvus_0,48.788092,-18.675961
Eulemur_fulvus_0,48.80071,-18.696847
Eulemur_fulvus_0,48.461167,-18.363033
Eulemur_fulvus_0,45.3225,-12.79963
Eulemur_fulvus_0,48.530726,-18.838023
Eulemur_fulvus_0,48.811235,-18.70409
Eulemur_fulvus_0,48.762635,-18.698903
Eulemur_fulvus_0,48.752605,-18.671984
Eulemur_fulvus_0,48.755524,-18.694501
Eulemur_fulvus_0,48.74831,-18.680296
Eulemur_fulvus_0,48.76528,-18.699334
Eulemur_fulvus_0,48.806423,-18.693438
Eulemur_fulvus_0,48.74863,-18.68015
Eulemur_fulvus_0,48.752487,-18.672781
Eulemur_fulvus_0,48.752087,-18.671576
Eulemur_fulvus_0,48.811012,-18.694332
Eulemur_fulvus_0,48.757659,-18.675236
Eulemur_fulvus_0,48.762682,-18.697091
Eulemur_fulvus_0,48.802064,-18.680757
Eulemur_fulvus_0,48.806045,-18.687976
Eulemur_fulvus_0,48.810898,-18.703457
Eulemur_fulvus_0,48.754154,-18.675832
Eulemur_fulvus_0,48.774761,-18.683355
Eulemur_fulvus_0,48.805628,-18.692501
Eulemur_fulvus_0,48.755698,-18.673683
Eulemur_fulvus_0,48.783624,-18.67184
Eulemur_fulvus_0,48.751889,-18.671616
Eulemur_fulvus_0,48.800974,-18.672776
Eulemur_fulvus_0,48.774082,-18.677919
Eulemur_fulvus_0,48.475167,-19.938017
Eulemur_fulvus_0,48.478333,-19.921133
Eulemur_fulvus_0,48.483417,-19.921733
Eulemur_fulvus_0,48.484383,-19.92255
Eulemur_fulvus_0,48.453867,-18.3791
